,flux
ADNUC,0.0
ADNt2pp_copy1,0.0
ADNt2pp_copy2,0.0
ADNtex,0.0
ADOCBIK,0.0
ADOCBLS,0.0
ADOCBLabcpp,5.2341795980329916e-21
ADOCBLtonex,5.2341795980329916e-21
ADPRDP,-5.349190719244409e-20
ADPT,1.5985888472029926e-18
ADSK,0.0
ADSL1r,0.0
ADSL2r,0.0
ADSS,0.0
AGDC,-1.294555791703639e-18
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PA,-6.472778958518197e-19
AGM4PApp,0.0
AGM4PCP,0.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,-6.472778958518197e-19
AGMH,-6.472778958518197e-19
AGMHE,0.0
AGMT,0.0
AGMt2pp,0.0
AGMtex,0.0
AGPAT120,1.3481509610710651e-33
AGPAT140,0.0
AGPAT141,0.0
AGPAT160,0.0
AGPAT161,1.736746158534692e-18
AGPAT180,0.0
AGPAT181,0.0
AGPR,0.0
AGt3,0.0
AHCYSNS,0.0
AHGDx,0.0
AI2K,0.0
AI2abcpp,0.0
AI2tex,0.0
AI2tpp,0.0
AICART,0.0
AIRC2,0.0
AIRC3,0.0
AKGDH,-2.4444369815850552e-17
AKGt2rpp,0.0
AKGtex,0.0
ALAALAD,0.0
ALAALAabcpp,3.866955555050026e-20
ALAALAr,-3.866955555050026e-20
ALAALAtex,9.822242716374903e-33
ALAGLUE,-6.472778958518136e-19
ALAR,5.69938784750834e-19
ALATA_D2,0.0
ALATA_L,-2.6428135619333725e-17
ALATA_L2,0.0
ALAabcpp,0.0
ALAt2pp,0.0
ALAt4pp,0.0
ALAtex,0.0
ALAtpp,0.0
ALCD19,0.0
ALCD2x,0.0
ALDD19xr,1.966296092349537e-32
ALDD2y,0.0
ALDD3y,0.0
ALDD4,0.0
ALKP,0.0
ALLK,0.0
ALLPI,0.0
ALLTAMH2,-7.695610042560167e-18
ALLTN,-7.695610042560167e-18
ALLTNt2rpp,-2.7366258318925428e-36
ALLTNtex,-3.081487911019582e-33
ALLULPE,0.0
ALLabcpp,0.0
ALLtex,0.0
ALPATE160pp,0.0
ALPATG160pp,0.0
ALR2,0.0
ALR2x,0.0
ALR4x,0.0
ALTRH,0.0
AM3PA,0.0
AM4PA,0.0
AM4PCP,0.0
AMALT1,0.0
AMALT2,0.0
AMALT3,0.0
AMALT4,0.0
AMANAPEr,0.0
AMANK,0.0
AMAOTr,0.0
AMMQLT8,5.2341795980329916e-21
AMPMS2,0.0
AMPN,0.0
AMPNTAT,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
AMPtex,0.0
ANHGMtex,0.0
ANHMK,-6.472778958518197e-19
ANPRT,0.0
ANS,0.0
AOBUTDs,0.0
AOXSr2,0.0
AP4AH,0.0
AP4AS,0.0
AP5AH,0.0
APCS,0.0
APG3PAT120,0.0
APG3PAT140,0.0
APG3PAT141,0.0
APG3PAT160,0.0
APG3PAT161,0.0
APG3PAT180,0.0
APG3PAT181,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH160,0.0
APH161,0.0
APH180,0.0
APH181,0.0
APPLDHr,0.0
APRAUR,0.0
ARABDI,0.0
ARAI,0.0
ARBTNR1,0.0
ARBTNR2,0.0
ARBTNR3,0.0
ARBTNabcpp,0.0
ARBTNexs,0.0
ARBTNtex,0.0
ARBTNtonex,0.0
ARBTNtpp,0.0
ARBTptspp,0.0
ARBTtex,0.0
ARBabcpp,0.0
ARBt2rpp,0.0
ARBt3ipp,0.0
ARBtex,0.0
ARGAGMt7pp,0.0
ARGDC,0.0
ARGDCpp,0.0
ARGORNt7pp,0.0
ARGSL,0.0
ARGSS,0.0
ARGabcpp,0.0
ARGt3pp,0.0
ARGtex,0.0
ARHGDx,0.0
ARMEPNS,0.0
ASAD,-4.959269606797131e-33
ASCBPL,0.0
ASCBptspp,0.0
ASCBtex,0.0
ASNN,0.0
ASNNpp,0.0
ASNS1,5.497813253840642e-18
ASNS2,0.0
ASNt2rpp,2.311115933264683e-33
ASNtex,0.0
ASO3t8pp,0.0
ASO3tex,0.0
ASP1DC,0.0
ASPCT,0.0
ASPK,4.959269606797131e-33
ASPO3,0.0
ASPO4,0.0
ASPO5,0.0
ASPO6,0.0
ASPT,-1.099562650768129e-17
ASPTA,0.0
ASPabcpp,0.0
ASPt2_2pp,0.0
ASPt2_3pp,0.0
ASPt2pp,0.0
ASPtex,0.0
ASPtpp,0.0
ASR,0.0
AST,-6.746223767114989e-18
ATHRDHr,0.0
ATPHs,0.0
ATPM,6.86
ATPPRT,0.0
ATPS4rpp,4.365454545454546
BALAt2pp,0.0
BALAtex,0.0
BETALDHx,0.0
BETALDHy,0.0
BGLA1,0.0
BIOMASS_Ec_iML1515_WT_75p37M,2.3471657390282473e-17
BIOMASS_Ec_iML1515_core_75p37M,0.0
BMOCOS,0.0
BMOGDS1,0.0
BMOGDS2,0.0
BPNT,0.0
BSORx,0.0
BSORy,0.0
BTNt2ipp,0.0
BTNtex,0.0
BTS5,0.0
BUTCT,-3.851859888774472e-34
BUTSO3abcpp,0.0
BUTSO3tex,0.0
BUTt2rpp,0.0
BUTtex,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
CA2t3pp,0.0
CA2tex,0.0
CADVtpp,0.0
CAT,-3.845187931481064e-18
CAt6pp,-1.162316473966788e-19
CBIAT,0.0
CBItonex,0.0
CBIuabcpp,0.0
CBL1abcpp,0.0
CBL1tonex,0.0
CBLAT,0.0
CBMD,0.0
CBMKr,7.695610042560167e-18
CBPS,0.0
CCGS,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2tex,0.0
CD2tpp,0.0
CDAPPA120,0.0
CDAPPA140,0.0
CDAPPA141,0.0
CDAPPA160,-9.629649721936181e-35
CDAPPA161,0.0
CDAPPA180,0.0
CDAPPA181,0.0
CDGR,0.0
CDGS,0.0
CDGUNPD,0.0
CDPMEK,0.0
CDPPH,0.0
CELBpts,0.0
CFAS160E,0.0
CFAS160G,0.0
CFAS180E,0.0
CFAS180G,0.0
CGLYabcpp,0.0
CGLYtex,5.2341795980329916e-21
CH4t2pp,0.0
CH4tex,0.0
CHLabcpp,0.0
CHLt2pp,0.0
CHLt3pp,0.0
CHLtex,0.0
CHOLATEtpp,0.0
CHOLD,0.0
CHOLID,0.0
CHORM,3.1450377886961194e-18
CHORS,3.1502719682941525e-18
CHRPL,0.0
CHTBSptspp,0.0
CHTBStex,0.0
CINNDO,0.0
CITL,0.0
CITt3pp,0.0
CITt7pp,0.0
CITtex,0.0
CLBtex,0.0
CLIPAabctex,0.0
CLPNH120pp,-1.5407439555097887e-33
CLPNH140pp,0.0
CLPNH141pp,0.0
CLPNH160pp,0.0
CLPNH161pp,0.0
CLPNH180pp,0.0
CLPNH181pp,0.0
CLPNS120pp,-7.703719777548943e-34
CLPNS140pp,2.2036952332301467e-19
CLPNS141pp,0.0
CLPNS160pp,-6.426891868320195e-19
CLPNS161pp,1.639995986771946e-18
CLPNS180pp,0.0
CLPNS181pp,2.769655572053332e-20
CLt3_2pp,5.81158236983394e-20
CLtex,0.0
CLtipp,0.0
CMPN,-5.160877612003141e-18
CMPtex,0.0
CMtex,0.0
CMtpp,0.0
CO2tex,-1.2472727272727278
CO2tpp,-1.2472727272727278
COBALT2abcpp,0.0
COBALT2t3pp,0.0
COBALT2tex,0.0
COBALT2tpp,0.0
COLIPAKpp,0.0
COLIPAPabctex,0.0
COLIPAabcpp,0.0
COLIPAabctex,0.0
CPGNR1,0.0
CPGNR2,0.0
CPGNR3,0.0
CPGNUtex,0.0
CPGNUtpp,0.0
CPGNabcpp,0.0
CPGNexs,0.0
CPGNtonex,0.0
CPH4S,0.0
CPL,0.0
CPMPS,0.0
CPPPGO,-1.917434899698261e-18
CPPPGO2,1.9187434445977713e-18
CRNBTCT,0.0
CRNCAL2,0.0
CRNCAR,0.0
CRNCBCT,0.0
CRNCDH,0.0
CRNDCAL2,0.0
CRNDabcpp,0.0
CRNDt2rpp,0.0
CRNDtex,0.0
CRNabcpp,0.0
CRNt2rpp,0.0
CRNt7pp,0.0
CRNt8pp,0.0
CRNtex,0.0
CS,0.0
CS1tex,0.0
CSND,-5.160877612003141e-18
CSNt2pp,0.0
CSNtex,0.0
CTBTCAL2,0.0
CTBTabcpp,0.0
CTBTt2rpp,0.0
CTECOAI6,0.0
CTECOAI7,-6.946984634138761e-18
CTECOAI8,0.0
CTPS2,0.0
CU1Opp,0.0
CU1abcpp,0.0
CU2abcpp,-1.5819897081050388e-20
CU2tex,1.5819897081050388e-20
CU2tpp,0.0
CURR,0.0
CUt2pp,0.0
CUt3,0.0
CUtex,0.0
CXSAMS,0.0
CYANST,0.0
CYANSTpp,0.0
CYANtex,0.0
CYNTAH,-7.276213790987567e-22
CYNTt2pp,-7.276213790987567e-22
CYNTtex,-7.276213790987567e-22
CYSDDS,0.0
CYSDS,0.0
CYSDabcpp,0.0
CYSDtex,0.0
CYSItex,0.0
CYSItpp,0.0
CYSS,0.0
CYSSADS,0.0
CYSTA,0.0
CYSTL,1.755198803816628e-18
CYSabc2pp,0.0
CYSabcpp,0.0
CYStex,0.0
CYStpp,0.0
CYTBD2pp,0.0
CYTBDpp,0.0
CYTBO3_4pp,2.494545454545455
CYTD,0.0
CYTDH,0.0
CYTDK1,0.0
CYTDK2,0.0
CYTDt2pp_copy1,0.0
CYTDt2pp_copy2,0.0
CYTDtex,0.0
CYTK1,1.2287402481265573e-17
CYTK2,-1.5131238653219522e-18
DAAD,0.0
DADA,0.0
DADK,5.822144615659568e-19
DADNt2pp,0.0
DADNtex,0.0
DAGK120,0.0
DAGK140,0.0
DAGK141,0.0
DAGK160,0.0
DAGK161,0.0
DAGK180,0.0
DAGK181,0.0
DALAt2pp,0.0
DALAtex,0.0
DAMPtex,0.0
DAPAL,0.0
DAPDC,-6.472778958517974e-19
DAPE,1.6177811532852784e-32
DAPabcpp,0.0
DAPtex,0.0
DASYN120,-1.925929944387236e-34
DASYN140,0.0
DASYN141,0.0
DASYN160,0.0
DASYN161,3.4734923170693805e-18
DASYN180,3.653032552193052e-18
DASYN181,0.0
DATPHs,0.0
DB4PS,0.0
DBTS,0.0
DC6PDA,0.0
DCAtex,0.0
DCMPtex,0.0
DCTPD,0.0
DCYTD,1.5131238653219522e-18
DCYTt2pp,0.0
DCYTtex,0.0
DDCAtexi,0.0
DDGALK,0.0
DDGLCNt2rpp,0.0
DDGLCNtex,0.0
DDGLK,0.0
DDPA,3.1502719682941525e-18
DDPGALA,0.0
DGK1,3.486949421900388e-19
DGMPtex,0.0
DGSNt2pp,0.0
DGSNtex,0.0
DGUNC,0.0
DHACOAH,1.966296092349537e-32
DHAD1,9.651169972365909e-18
DHAD2,0.0
DHAPT,0.6236363636363639
DHAtex,0.0
DHAtpp,0.0
DHBD,0.0
DHBS,0.0
DHBSH,0.0
DHBSZ3FEabcpp,0.0
DHCIND,0.0
DHCINDO,0.0
DHCURR,0.0
DHDPRy,0.0
DHDPS,0.0
DHFR,1.5131238653219522e-18
DHFS,0.0
DHGLYH,0.0
DHMPTR,0.0
DHNAOT4,1.0468359196065983e-20
DHNCOAS,1.0468359196065983e-20
DHNCOAT,1.0468359196065983e-20
DHNPA2r,0.0
DHNPTE,0.0
DHORD2,0.0
DHORD5,0.0
DHORDfum,0.0
DHORTS,0.0
DHPPD,0.0
DHPPDA2,0.0
DHPS2,0.0
DHPStex,0.0
DHPStr,0.0
DHPTDCs2,0.0
DHPTDNR,0.0
DHPTDNRN,0.0
DHPTPE,0.0
DHQS,3.1502719682941525e-18
DHQTi,3.1502719682941525e-18
DIMPtex,0.0
DINSt2pp,0.0
DINStex,0.0
DKGLCNR1,-1.0257670355975497e-32
DKGLCNR2x,0.0
DKGLCNR2y,0.0
DMATT,0.0
DMPPS,0.0
DMQMT,0.0
DMSOR1,0.0
DMSOR1pp,0.0
DMSOR2,0.0
DMSOR2pp,0.0
DMSOtex,0.0
DMSOtpp,0.0
DMStex,0.0
DM_4crsol_c,0.0
DM_5drib_c,-5.234179598032647e-21
DM_aacald_c,0.0
DM_amob_c,0.0
DM_mththf_c,0.0
DM_oxam_c,-7.695610042560167e-18
DNMPPA,0.0
DNTPPA,0.0
DOGULNR,0.0
DOPAtex,0.0
DOXRBCNtex,0.0
DOXRBCNtpp,0.0
DPCOAK,0.0
DPR,0.0
DRPA,0.0
DSBAO1,0.0
DSBAO2,0.0
DSBCGT,0.0
DSBDR,0.0
DSBGGT,0.0
DSERDHr,0.0
DSERt2pp,0.0
DSERtex,0.0
DTARTD,0.0
DTMPK,5.822144615659568e-19
DTMPN,0.0
DTMPtex,0.0
DUMPtex,0.0
DURADx,0.0
DURIK1,0.0
DURIPP,0.0
DURIt2pp,0.0
DURItex,0.0
DUTPDP,0.0
DXPRIi,0.0
DXPS,0.0
DXYLK,0.0
DXYLONtex,0.0
DXYLONtpp,0.0
DXYLTD,0.0
D_LACt2pp,0.0
D_LACtex,0.0
E4PD,0.0
E4PP,0.0
EAR100x,0.0
EAR100y,1.9213605343967857e-18
EAR120x,0.0
EAR120y,0.0
EAR121x,0.0
EAR121y,0.0
EAR140x,0.0
EAR140y,3.0814879110195774e-33
EAR141x,0.0
EAR141y,0.0
EAR160x,0.0
EAR160y,0.0
EAR161x,0.0
EAR161y,0.0
EAR180x,0.0
EAR180y,0.0
EAR181x,0.0
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR60x,0.0
EAR60y,0.0
EAR80x,0.0
EAR80y,-1.9213605343967876e-18
ECA4COLIPAabctex,0.0
ECA4OALpp,0.0
ECAP1pp,0.0
ECAP2pp,0.0
ECAP3pp,0.0
ECAtpp,0.0
ECOAH1,-3.320094597089302e-18
ECOAH2,-3.3200945970893026e-18
ECOAH3,-3.3200945970893026e-18
ECOAH4,0.0
ECOAH5,6.946984634138758e-18
ECOAH6,6.946984634138761e-18
ECOAH7,6.946984634138761e-18
ECOAH8,0.0
EDA,0.0
EDD,0.0
EDTXS1,3.5922853546431336e-33
EDTXS2,3.5922853546431336e-33
EDTXS3,-3.851859888774472e-33
EDTXS4,-5.1079744362355605e-34
EGMEACPR,0.0
ENLIPAabctex,0.0
ENO,1.2472727272727278
ENTCS,0.0
ENTERES,0.0
EPMEACPR,0.0
ETHAAL,0.0
ETHAt2pp,0.0
ETHAtex,0.0
ETHSO3abcpp,0.0
ETHSO3tex,0.0
ETOHtex,0.0
ETOHtrpp,0.0
EX_12ppd__R_e,0.0
EX_12ppd__S_e,0.0
EX_14glucan_e,0.0
EX_15dap_e,0.0
EX_23camp_e,0.0
EX_23ccmp_e,0.0
EX_23cgmp_e,0.0
EX_23cump_e,0.0
EX_23dappa_e,0.0
EX_26dap__M_e,0.0
EX_2ddglcn_e,0.0
EX_2dglc_e,0.0
EX_2ppoh_e,0.0
EX_34dhpac_e,0.0
EX_3amp_e,0.0
EX_3cmp_e,0.0
EX_3gmp_e,0.0
EX_3hcinnm_e,0.0
EX_3hpp_e,0.0
EX_3hpppn_e,0.0
EX_3ump_e,0.0
EX_4abut_e,0.0
EX_4abzglu_e,0.0
EX_4hoxpacd_e,0.0
EX_5dglcn_e,0.0
EX_5mtr_e,0.0
EX_LalaDgluMdapDala_e,0.0
EX_LalaDgluMdap_e,0.0
EX_LalaDglu_e,0.0
EX_LalaLglu_e,0.0
EX_ac_e,1.2472727272727278
EX_acac_e,0.0
EX_acald_e,0.0
EX_acetone_e,0.0
EX_acgal1p_e,0.0
EX_acgal_e,0.0
EX_acgam1p_e,0.0
EX_acgam_e,0.0
EX_acmana_e,0.0
EX_acmum_e,0.0
EX_acnam_e,0.0
EX_acser_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_adocbl_e,-5.2341795980329916e-21
EX_ag_e,0.0
EX_agm_e,0.0
EX_akg_e,0.0
EX_ala_B_e,0.0
EX_ala__D_e,0.0
EX_ala__L_e,0.0
EX_alaala_e,0.0
EX_all__D_e,0.0
EX_alltn_e,0.0
EX_amp_e,0.0
EX_anhgm_e,0.0
EX_arab__L_e,0.0
EX_arbt_e,0.0
EX_arbtn_e,0.0
EX_arbtn_fe3_e,0.0
EX_arg__L_e,0.0
EX_ascb__L_e,0.0
EX_asn__L_e,0.0
EX_aso3_e,0.0
EX_asp__L_e,0.0
EX_btn_e,0.0
EX_but_e,0.0
EX_butso3_e,0.0
EX_ca2_e,0.0
EX_cbi_e,0.0
EX_cbl1_e,0.0
EX_cd2_e,0.0
EX_cellb_e,0.0
EX_cgly_e,-5.2341795980329916e-21
EX_ch4_e,0.0
EX_chol_e,0.0
EX_chtbs_e,0.0
EX_cit_e,0.0
EX_cl_e,0.0
EX_cm_e,0.0
EX_cmp_e,0.0
EX_co2_e,1.2472727272727278
EX_cobalt2_e,0.0
EX_cpgn_e,0.0
EX_cpgn_un_e,0.0
EX_crn__D_e,0.0
EX_crn_e,0.0
EX_cs1_e,0.0
EX_csn_e,0.0
EX_cu2_e,-1.5819897081050388e-20
EX_cu_e,0.0
EX_cyan_e,0.0
EX_cynt_e,7.276213790987567e-22
EX_cys__D_e,0.0
EX_cys__L_e,0.0
EX_cytd_e,0.0
EX_dad_2_e,0.0
EX_damp_e,0.0
EX_dca_e,0.0
EX_dcmp_e,0.0
EX_dcyt_e,0.0
EX_ddca_e,0.0
EX_dgmp_e,0.0
EX_dgsn_e,0.0
EX_dha_e,0.0
EX_dhps_e,0.0
EX_dimp_e,0.0
EX_din_e,0.0
EX_dms_e,0.0
EX_dmso_e,0.0
EX_dopa_e,0.0
EX_doxrbcn_e,0.0
EX_dtmp_e,0.0
EX_dump_e,0.0
EX_duri_e,0.0
EX_dxylnt_e,0.0
EX_eca4colipa_e,0.0
EX_enlipa_e,0.0
EX_enter_e,0.0
EX_etha_e,0.0
EX_ethso3_e,0.0
EX_etoh_e,0.0
EX_f6p_e,0.0
EX_fad_e,0.0
EX_fald_e,0.0
EX_fe2_e,0.0
EX_fe3_e,-3.1918520093611526e-19
EX_fe3dcit_e,0.0
EX_fe3dhbzs_e,0.0
EX_fe3hox_e,0.0
EX_fe3hox_un_e,0.0
EX_fecrm_e,0.0
EX_fecrm_un_e,0.0
EX_feenter_e,0.0
EX_feoxam_e,0.0
EX_feoxam_un_e,0.0
EX_fmn_e,0.0
EX_for_e,0.0
EX_fru_e,0.0
EX_frulys_e,0.0
EX_fruur_e,0.0
EX_fuc__L_e,0.0
EX_fum_e,0.0
EX_fusa_e,0.0
EX_g1p_e,0.0
EX_g3pc_e,0.0
EX_g3pe_e,0.0
EX_g3pg_e,0.0
EX_g3pi_e,0.0
EX_g3ps_e,0.0
EX_g6p_e,0.0
EX_gal1p_e,0.0
EX_gal_bD_e,0.0
EX_gal_e,0.0
EX_galct__D_e,0.0
EX_galctn__D_e,0.0
EX_galctn__L_e,0.0
EX_galt_e,0.0
EX_galur_e,0.0
EX_gam6p_e,0.0
EX_gam_e,0.0
EX_gbbtn_e,0.0
EX_gdp_e,0.0
EX_glc__D_e,-0.6236363636363639
EX_glcn_e,0.0
EX_glcr_e,0.0
EX_glcur1p_e,2.428788852814142e-18
EX_glcur_e,0.0
EX_gln__L_e,0.0
EX_glu__L_e,0.0
EX_gly_e,0.0
EX_glyald_e,0.0
EX_glyb_e,0.0
EX_glyc2p_e,0.0
EX_glyc3p_e,0.0
EX_glyc__R_e,0.0
EX_glyc_e,0.0
EX_glyclt_e,0.0
EX_gmp_e,0.0
EX_gsn_e,0.0
EX_gthox_e,0.0
EX_gthrd_e,0.0
EX_gtp_e,0.0
EX_gua_e,0.0
EX_h2_e,0.0
EX_h2o2_e,0.0
EX_h2o_e,1.247272727272727
EX_h2s_e,0.0
EX_h_e,1.247272727272728
EX_hacolipa_e,0.0
EX_halipa_e,0.0
EX_hdca_e,0.0
EX_hdcea_e,0.0
EX_hg2_e,0.0
EX_his__L_e,0.0
EX_hom__L_e,0.0
EX_hxa_e,0.0
EX_hxan_e,0.0
EX_idon__L_e,1.0257670355975497e-32
EX_ile__L_e,-6.626189711221084e-18
EX_imp_e,0.0
EX_indole_e,0.0
EX_inost_e,-3.313416343613531e-19
EX_ins_e,0.0
EX_isetac_e,0.0
EX_k_e,0.0
EX_lac__D_e,0.0
EX_lac__L_e,0.0
EX_lcts_e,0.0
EX_leu__L_e,0.0
EX_lipoate_e,0.0
EX_lys__L_e,-8.473855109326707e-18
EX_lyx__L_e,0.0
EX_mal__D_e,0.0
EX_mal__L_e,0.0
EX_malt_e,0.0
EX_malthx_e,0.0
EX_maltpt_e,0.0
EX_malttr_e,0.0
EX_maltttr_e,0.0
EX_man6p_e,0.0
EX_man_e,0.0
EX_manglyc_e,0.0
EX_melib_e,0.0
EX_meoh_e,0.0
EX_mepn_e,0.0
EX_met__D_e,0.0
EX_met__L_e,0.0
EX_metglcur_e,0.0
EX_metsox_R__L_e,0.0
EX_metsox_S__L_e,0.0
EX_mg2_e,0.0
EX_mincyc_e,0.0
EX_minohp_e,3.313416343613531e-19
EX_mmet_e,0.0
EX_mn2_e,0.0
EX_mnl_e,0.0
EX_mobd_e,0.0
EX_mso3_e,0.0
EX_mththf_e,0.0
EX_n2o_e,0.0
EX_na1_e,0.0
EX_nac_e,0.0
EX_nh4_e,-1.4982391488059624e-16
